interaction_id,user_id,place_id,type,rating,dwell_sec,timestamp
i_001376,u_0062,p_0053,view,,237,2025-10-20T02:39:43
i_001377,u_0062,p_0113,view,,280,2025-10-16T18:15:43
i_001378,u_0062,p_0118,click,4.5,312,2025-10-30T23:44:43
i_001379,u_0062,p_0024,view,,246,2025-10-02T01:23:43
i_001380,u_0062,p_0042,view,,196,2025-08-03T15:02:43
i_001381,u_0062,p_0019,view,,249,2025-10-22T13:03:43
i_001382,u_0062,p_0029,checkin,4.0,,2025-07-28T08:28:43
i_001383,u_0063,p_0013,view,,229,2025-09-04T07:01:43
i_001384,u_0063,p_0018,view,,23,2025-08-27T23:11:43
i_001385,u_0063,p_0030,click,4.0,237,2025-09-29T12:13:43
i_001386,u_0063,p_0117,save,4.7,,2025-07-14T13:59:43
i_001387,u_0063,p_0028,view,,307,2025-10-29T00:27:43
i_001388,u_0063,p_0009,click,3.9,305,2025-08-07T23:08:43
i_001389,u_0063,p_0005,view,,160,2025-08-19T01:59:43
i_001390,u_0063,p_0020,view,,306,2025-09-04T04:14:43
i_001391,u_0063,p_0027,save,4.5,,2025-08-14T09:47:43
i_001392,u_0063,p_0106,checkin,3.6,,2025-08-04T14:59:43
i_001393,u_0063,p_0040,view,,253,2025-10-20T06:30:43
i_001394,u_0063,p_0006,click,3.0,220,2025-09-01T16:42:43
i_001395,u_0063,p_0030,view,,402,2025-10-22T14:00:43
i_001396,u_0063,p_0006,view,,225,2025-10-21T21:35:43
i_001397,u_0063,p_0042,checkin,,,2025-09-28T07:38:43
i_001398,u_0063,p_0032,save,4.5,,2025-09-18T12:27:43
i_001399,u_0063,p_0117,save,,,2025-10-23T15:19:43
i_001400,u_0063,p_0048,view,,199,2025-10-13T18:43:43
i_001401,u_0063,p_0115,click,4.3,192,2025-07-25T02:22:43
i_001402,u_0063,p_0022,checkin,,,2025-09-19T11:56:43
i_001403,u_0063,p_0044,save,3.8,,2025-08-08T20:05:43
i_001404,u_0063,p_0008,view,,330,2025-09-06T07:15:43
i_001405,u_0063,p_0021,click,,157,2025-08-17T20:57:43
i_001406,u_0064,p_0103,click,3.2,238,2025-09-04T19:06:43
i_001407,u_0064,p_0001,click,,182,2025-10-08T00:31:43
i_001408,u_0064,p_0048,save,4.7,,2025-10-30T11:15:43
i_001409,u_0064,p_0040,view,,343,2025-10-09T06:56:43
i_001410,u_0064,p_0035,view,,347,2025-07-13T06:11:43
i_001411,u_0064,p_0042,checkin,,,2025-10-31T06:29:43
i_001412,u_0064,p_0045,view,,213,2025-08-07T01:42:43
i_001413,u_0064,p_0119,save,,,2025-09-28T00:30:43
i_001414,u_0064,p_0017,save,,,2025-07-14T05:27:43
i_001415,u_0064,p_0022,click,4.2,91,2025-07-07T20:51:43
i_001416,u_0064,p_0021,view,,262,2025-10-26T18:34:43
i_001417,u_0064,p_0001,view,,335,2025-10-14T03:58:43
i_001418,u_0064,p_0030,view,,210,2025-08-21T00:22:43
i_001419,u_0064,p_0005,click,3.6,182,2025-10-18T06:15:43
i_001420,u_0064,p_0032,view,,240,2025-08-20T01:53:43
i_001421,u_0064,p_0046,checkin,3.9,,2025-10-07T12:43:43
i_001422,u_0064,p_0030,view,,193,2025-08-26T10:10:43
i_001423,u_0064,p_0023,view,,178,2025-09-13T15:33:43
i_001424,u_0064,p_0040,view,,233,2025-08-27T16:15:43
i_001425,u_0064,p_0033,view,,293,2025-08-30T11:00:43
i_001426,u_0064,p_0105,view,,294,2025-10-19T20:39:43
i_001427,u_0064,p_0048,click,,227,2025-08-08T14:20:43
i_001428,u_0064,p_0051,click,4.0,366,2025-10-21T08:55:43
i_001429,u_0064,p_0043,view,,104,2025-10-17T17:16:43
i_001430,u_0064,p_0023,view,,293,2025-09-24T14:58:43
i_001431,u_0064,p_0117,view,,326,2025-09-12T18:24:43
i_001432,u_0064,p_0044,click,4.5,244,2025-09-08T07:18:43
i_001433,u_0064,p_0022,view,,125,2025-09-13T19:18:43
i_001434,u_0064,p_0009,view,,76,2025-08-05T22:35:43
i_001435,u_0064,p_0042,click,4.4,198,2025-09-16T02:00:43
i_001436,u_0065,p_0007,save,,,2025-10-13T21:06:43
i_001437,u_0065,p_0053,view,,330,2025-11-03T17:00:43
i_001438,u_0065,p_0027,view,,350,2025-08-14T06:09:43
i_001439,u_0065,p_0033,view,,204,2025-09-17T04:55:43
i_001440,u_0065,p_0038,view,,321,2025-09-25T23:14:43
i_001441,u_0065,p_0112,checkin,4.3,,2025-09-17T17:07:43
i_001442,u_0065,p_0026,view,,182,2025-09-13T08:17:43
i_001443,u_0065,p_0021,checkin,4.6,,2025-10-25T01:57:43
i_001444,u_0065,p_0017,checkin,3.1,,2025-10-30T23:06:43
i_001445,u_0065,p_0027,view,,274,2025-09-08T16:41:43
i_001446,u_0065,p_0035,view,,153,2025-08-21T11:43:43
i_001447,u_0065,p_0023,click,,166,2025-07-24T16:13:43
i_001448,u_0065,p_0115,view,,159,2025-11-04T19:48:43
i_001449,u_0065,p_0043,view,,27,2025-09-22T19:36:43
i_001450,u_0065,p_0051,click,4.3,325,2025-08-04T09:56:43
i_001451,u_0065,p_0034,save,,,2025-11-01T01:47:43
i_001452,u_0066,p_0039,view,,180,2025-08-25T23:32:43
i_001453,u_0066,p_0044,click,,273,2025-07-24T17:34:43
i_001454,u_0066,p_0023,save,,,2025-08-15T22:09:43
i_001455,u_0066,p_0041,view,,231,2025-09-10T12:52:43
i_001456,u_0066,p_0037,view,,244,2025-10-12T02:56:43
i_001457,u_0066,p_0047,view,,238,2025-09-27T01:08:43
i_001458,u_0066,p_0005,click,,253,2025-07-24T00:45:43
i_001459,u_0066,p_0035,click,,259,2025-10-30T13:36:43
i_001460,u_0066,p_0027,view,,238,2025-09-02T09:26:43
i_001461,u_0066,p_0022,checkin,3.9,,2025-10-06T03:22:43
i_001462,u_0066,p_0053,save,3.7,,2025-09-04T02:14:43
i_001463,u_0066,p_0034,view,,360,2025-08-29T22:45:43
i_001464,u_0066,p_0112,view,,272,2025-10-18T08:12:43
i_001465,u_0066,p_0046,checkin,3.9,,2025-09-28T11:14:43
i_001466,u_0066,p_0040,view,,175,2025-07-18T22:34:43
i_001467,u_0066,p_0047,save,,,2025-08-13T06:15:43
i_001468,u_0066,p_0038,click,4.5,102,2025-11-05T13:37:43
i_001469,u_0066,p_0103,click,4.4,256,2025-09-06T05:11:43
i_001470,u_0066,p_0106,click,,238,2025-09-22T15:05:43
i_001471,u_0066,p_0104,save,3.4,,2025-10-14T13:46:43
i_001472,u_0066,p_0029,click,,211,2025-08-16T03:27:43
i_001473,u_0066,p_0040,view,,182,2025-10-16T18:55:43
i_001474,u_0066,p_0032,view,,291,2025-07-12T22:49:43
i_001475,u_0067,p_0001,save,4.7,,2025-09-26T16:19:43
i_001476,u_0067,p_0029,click,,123,2025-09-14T23:14:43
i_001477,u_0067,p_0112,click,,440,2025-08-31T10:02:43
i_001478,u_0067,p_0009,view,,269,2025-08-31T14:23:43
i_001479,u_0067,p_0037,view,,295,2025-07-20T17:28:43
i_001480,u_0067,p_0040,view,,219,2025-08-29T21:15:43
i_001481,u_0067,p_0020,checkin,,,2025-08-26T20:13:43
i_001482,u_0067,p_0025,view,,273,2025-09-29T11:24:43
i_001483,u_0067,p_0030,save,5.0,,2025-08-29T00:28:43
i_001484,u_0067,p_0107,view,,153,2025-09-08T07:15:43
i_001485,u_0067,p_0005,checkin,5.0,,2025-09-29T14:35:43
i_001486,u_0067,p_0025,view,,251,2025-10-27T02:12:43
i_001487,u_0067,p_0118,click,4.6,197,2025-10-15T09:59:43
i_001488,u_0067,p_0035,view,,292,2025-07-13T17:24:43
i_001489,u_0067,p_0003,view,,163,2025-09-17T20:14:43
i_001490,u_0067,p_0049,click,4.3,241,2025-08-26T21:43:43
i_001491,u_0067,p_0031,click,,251,2025-07-09T00:17:43
i_001492,u_0067,p_0103,click,4.3,277,2025-10-26T23:37:43
i_001493,u_0067,p_0029,save,,,2025-10-28T18:28:43
i_001494,u_0067,p_0033,click,,171,2025-09-12T21:00:43
i_001495,u_0067,p_0016,click,,124,2025-07-21T03:03:43
i_001496,u_0068,p_0017,click,,157,2025-09-08T09:46:43
i_001497,u_0068,p_0021,view,,201,2025-07-27T00:23:43
i_001498,u_0068,p_0051,view,,305,2025-09-30T03:14:43
i_001499,u_0068,p_0034,view,,355,2025-08-10T16:46:43
i_001500,u_0068,p_0118,view,,200,2025-10-10T08:38:43
i_001501,u_0068,p_0112,click,3.7,275,2025-09-30T13:47:43
i_001502,u_0068,p_0040,click,,294,2025-07-19T18:50:43
i_001503,u_0068,p_0044,click,4.5,502,2025-07-26T22:35:43
i_001504,u_0068,p_0028,view,,296,2025-08-08T04:38:43
i_001505,u_0068,p_0027,checkin,,,2025-07-23T17:37:43
i_001506,u_0068,p_0111,view,,300,2025-10-02T16:38:43
i_001507,u_0068,p_0021,view,,318,2025-07-25T11:38:43
i_001508,u_0068,p_0021,checkin,4.5,,2025-07-09T15:20:43
i_001509,u_0068,p_0054,save,,,2025-08-05T06:00:43
i_001510,u_0068,p_0132,save,,,2025-09-15T06:04:43
i_001511,u_0068,p_0103,save,,,2025-07-14T21:26:43
i_001512,u_0068,p_0114,view,,148,2025-10-06T04:19:43
i_001513,u_0068,p_0043,view,,201,2025-10-19T18:16:43
i_001514,u_0068,p_0049,click,,251,2025-08-24T01:11:43
i_001515,u_0069,p_0043,view,,415,2025-08-18T23:48:43
i_001516,u_0069,p_0031,view,,270,2025-07-16T20:56:43
i_001517,u_0069,p_0040,view,,315,2025-07-18T22:04:43
i_001518,u_0069,p_0051,click,3.5,108,2025-08-16T15:26:43
i_001519,u_0069,p_0117,view,,207,2025-10-30T00:47:43
i_001520,u_0069,p_0106,click,,201,2025-07-28T07:13:43
i_001521,u_0069,p_0021,click,4.8,410,2025-10-09T17:54:43
i_001522,u_0069,p_0054,view,,387,2025-10-22T04:49:43
i_001523,u_0069,p_0045,save,4.1,,2025-09-06T19:19:43
i_001524,u_0069,p_0001,view,,275,2025-10-17T11:53:43
i_001525,u_0069,p_0040,view,,243,2025-08-03T16:46:43
i_001526,u_0069,p_0008,click,3.3,126,2025-08-01T15:27:43
i_001527,u_0069,p_0053,click,,74,2025-07-07T18:40:43
i_001528,u_0069,p_0032,save,,,2025-09-01T23:51:43
i_001529,u_0069,p_0022,click,4.1,167,2025-09-09T19:06:43
i_001530,u_0069,p_0033,checkin,3.8,,2025-10-30T10:31:43
i_001531,u_0069,p_0107,view,,251,2025-10-22T00:44:43
i_001532,u_0069,p_0048,click,,287,2025-07-12T13:18:43
i_001533,u_0069,p_0001,click,,251,2025-10-13T03:09:43
i_001534,u_0069,p_0113,save,4.7,,2025-10-14T04:43:43
i_001535,u_0069,p_0034,click,,358,2025-07-13T01:07:43
i_001536,u_0069,p_0007,click,,124,2025-08-25T03:57:43
i_001537,u_0069,p_0038,click,3.8,111,2025-09-22T16:42:43
i_001538,u_0069,p_0053,save,4.6,,2025-09-02T21:13:43
i_001539,u_0069,p_0021,view,,383,2025-08-22T19:46:43
i_001540,u_0069,p_0039,save,4.2,,2025-09-07T05:06:43
i_001541,u_0069,p_0051,view,,175,2025-10-03T21:31:43
i_001542,u_0069,p_0048,click,4.4,265,2025-07-24T20:37:43
i_001543,u_0070,p_0047,click,,218,2025-10-06T14:48:43
i_001544,u_0070,p_0054,checkin,2.8,,2025-09-18T19:36:43
i_001545,u_0070,p_0013,click,3.1,132,2025-07-19T17:12:43
i_001546,u_0070,p_0030,view,,322,2025-09-09T15:50:43
i_001547,u_0070,p_0023,view,,148,2025-09-05T00:38:43
i_001548,u_0070,p_0107,checkin,3.7,,2025-08-25T16:18:43
i_001549,u_0070,p_0015,view,,218,2025-09-22T00:29:43
i_001550,u_0070,p_0112,view,,301,2025-08-25T00:01:43
i_001551,u_0070,p_0020,view,,272,2025-09-26T18:28:43
i_001552,u_0070,p_0107,view,,237,2025-10-18T11:08:43
i_001553,u_0070,p_0047,view,,154,2025-08-06T13:17:43
i_001554,u_0070,p_0038,view,,248,2025-09-11T16:33:43
i_001555,u_0070,p_0023,view,,203,2025-09-28T03:23:43
i_001556,u_0070,p_0043,view,,282,2025-07-08T04:14:43
i_001557,u_0070,p_0041,view,,157,2025-07-09T10:14:43
i_001558,u_0070,p_0032,view,,166,2025-08-05T15:05:43
i_001559,u_0070,p_0054,save,5.0,,2025-10-27T05:32:43
i_001560,u_0070,p_0045,view,,161,2025-10-21T02:41:43
i_001561,u_0070,p_0047,click,3.4,99,2025-07-13T04:42:43
i_001562,u_0070,p_0008,view,,294,2025-08-28T15:20:43
i_001563,u_0070,p_0047,click,,159,2025-07-21T22:35:43
i_001564,u_0070,p_0113,view,,103,2025-08-27T21:14:43
i_001565,u_0070,p_0023,click,5.0,351,2025-10-27T04:02:43
i_001566,u_0070,p_0048,view,,342,2025-10-07T19:41:43
i_001567,u_0070,p_0030,view,,223,2025-10-12T10:04:43
i_001568,u_0070,p_0051,view,,175,2025-08-18T18:13:43
i_001569,u_0070,p_0035,view,,214,2025-08-20T08:31:43
i_001570,u_0071,p_0048,click,,377,2025-09-18T23:53:43
i_001571,u_0071,p_0047,click,,197,2025-07-21T08:13:43
i_001572,u_0071,p_0053,click,5.0,87,2025-07-31T01:19:43
i_001573,u_0071,p_0002,view,,116,2025-09-15T11:29:43
i_001574,u_0071,p_0116,view,,334,2025-08-28T01:48:43
i_001575,u_0071,p_0027,view,,198,2025-07-15T19:44:43
i_001576,u_0071,p_0031,click,5.0,271,2025-08-19T00:27:43
i_001577,u_0071,p_0033,view,,344,2025-11-04T18:58:43
i_001578,u_0071,p_0044,view,,281,2025-08-01T03:16:43
i_001579,u_0071,p_0050,click,,127,2025-11-01T11:55:43
i_001580,u_0071,p_0054,click,,192,2025-09-27T19:33:43
i_001581,u_0071,p_0038,view,,207,2025-10-11T08:36:43
i_001582,u_0071,p_0001,save,,,2025-08-30T06:38:43
i_001583,u_0071,p_0105,save,4.2,,2025-08-07T07:03:43
i_001584,u_0071,p_0045,view,,106,2025-08-20T07:11:43
i_001585,u_0071,p_0040,click,4.3,212,2025-10-09T08:24:43
i_001586,u_0071,p_0034,save,4.3,,2025-08-05T21:42:43
i_001587,u_0071,p_0049,click,3.7,75,2025-08-25T15:43:43
i_001588,u_0071,p_0008,save,2.8,,2025-08-24T02:59:43
i_001589,u_0071,p_0015,view,,178,2025-08-11T18:46:43
i_001590,u_0071,p_0034,click,,309,2025-07-19T11:52:43
i_001591,u_0071,p_0012,checkin,5.0,,2025-11-03T10:25:43
i_001592,u_0071,p_0045,view,,203,2025-11-03T10:44:43
i_001593,u_0071,p_0019,save,4.1,,2025-10-25T23:38:43
i_001594,u_0071,p_0103,click,,175,2025-08-31T17:09:43
i_001595,u_0072,p_0039,click,,346,2025-08-15T22:50:43
i_001596,u_0072,p_0030,view,,157,2025-11-05T15:34:43
i_001597,u_0072,p_0039,view,,245,2025-09-06T17:48:43
i_001598,u_0072,p_0091,save,4.6,,2025-08-03T09:16:43
i_001599,u_0072,p_0075,click,3.1,250,2025-10-25T03:16:43
i_001600,u_0072,p_0069,click,4.4,128,2025-07-08T05:43:43
i_001601,u_0072,p_0084,view,,158,2025-09-17T02:40:43
i_001602,u_0072,p_0039,view,,51,2025-07-20T03:25:43
i_001603,u_0072,p_0070,view,,273,2025-09-06T10:26:43
i_001604,u_0072,p_0032,view,,113,2025-10-31T06:09:43
i_001605,u_0072,p_0028,checkin,3.9,,2025-09-23T17:43:43
i_001606,u_0072,p_0095,click,4.1,303,2025-08-28T07:28:43
i_001607,u_0072,p_0027,view,,254,2025-07-27T03:53:43
i_001608,u_0072,p_0088,click,,108,2025-09-22T22:33:43
i_001609,u_0072,p_0076,click,,326,2025-10-13T11:06:43
i_001610,u_0072,p_0081,save,4.7,,2025-07-11T13:34:43
i_001611,u_0072,p_0040,view,,272,2025-10-06T04:04:43
i_001612,u_0072,p_0028,click,3.9,20,2025-10-26T02:07:43
i_001613,u_0072,p_0020,view,,368,2025-10-07T05:00:43
i_001614,u_0072,p_0082,save,,,2025-08-31T19:32:43
i_001615,u_0072,p_0023,view,,102,2025-10-22T16:37:43
i_001616,u_0072,p_0083,click,,276,2025-09-27T09:07:43
i_001617,u_0072,p_0029,view,,151,2025-07-25T22:48:43
i_001618,u_0072,p_0045,click,4.6,179,2025-07-14T01:22:43
i_001619,u_0073,p_0033,view,,41,2025-09-24T00:13:43
i_001620,u_0073,p_0025,click,4.5,222,2025-10-25T16:50:43
i_001621,u_0073,p_0083,click,3.3,104,2025-10-05T11:17:43
i_001622,u_0073,p_0083,view,,278,2025-10-07T19:16:43
i_001623,u_0073,p_0075,click,5.0,127,2025-09-29T08:44:43
i_001624,u_0073,p_0032,click,3.7,170,2025-07-19T23:04:43
i_001625,u_0073,p_0081,click,4.3,249,2025-08-01T04:37:43
i_001626,u_0073,p_0037,view,,234,2025-11-05T08:19:43
i_001627,u_0073,p_0069,save,4.3,,2025-10-19T04:30:43
i_001628,u_0073,p_0089,click,4.0,85,2025-10-16T18:35:43
i_001629,u_0073,p_0083,click,3.6,204,2025-07-11T20:12:43
i_001630,u_0073,p_0073,view,,146,2025-10-13T15:36:43
i_001631,u_0073,p_0068,click,,178,2025-10-10T09:18:43
i_001632,u_0073,p_0046,click,2.1,195,2025-08-28T05:01:43
i_001633,u_0073,p_0070,click,2.6,274,2025-10-16T04:13:43
i_001634,u_0073,p_0098,click,,301,2025-10-04T06:07:43
i_001635,u_0073,p_0075,view,,158,2025-10-02T00:36:43
i_001636,u_0073,p_0028,checkin,2.7,,2025-07-22T08:34:43
i_001637,u_0073,p_0071,click,3.6,184,2025-08-03T14:04:43
i_001638,u_0073,p_0053,click,,202,2025-09-18T09:30:43
i_001639,u_0074,p_0039,view,,269,2025-07-27T05:58:43
i_001640,u_0074,p_0090,save,,,2025-11-03T06:35:43
i_001641,u_0074,p_0051,click,,142,2025-07-26T10:41:43
i_001642,u_0074,p_0075,view,,20,2025-11-04T09:23:43
i_001643,u_0074,p_0032,click,,199,2025-07-14T02:56:43
i_001644,u_0074,p_0044,view,,243,2025-10-27T13:27:43
i_001645,u_0074,p_0050,click,3.6,105,2025-09-23T16:00:43
i_001646,u_0074,p_0033,checkin,3.7,,2025-09-22T11:47:43
i_001647,u_0074,p_0078,view,,333,2025-09-16T21:02:43
i_001648,u_0074,p_0037,click,,436,2025-10-05T20:43:43
i_001649,u_0074,p_0075,checkin,4.1,,2025-08-25T00:53:43
i_001650,u_0074,p_0086,click,3.5,284,2025-09-18T09:15:43
i_001651,u_0074,p_0076,view,,219,2025-08-27T07:20:43
i_001652,u_0074,p_0068,view,,280,2025-09-17T15:19:43
i_001653,u_0074,p_0090,click,,234,2025-09-10T00:43:43
i_001654,u_0074,p_0096,checkin,3.1,,2025-07-31T04:07:43
i_001655,u_0074,p_0100,checkin,,,2025-10-12T05:42:43
i_001656,u_0074,p_0031,view,,139,2025-09-06T07:53:43
i_001657,u_0074,p_0094,view,,327,2025-07-13T13:13:43
i_001658,u_0074,p_0085,click,,155,2025-09-14T04:13:43
i_001659,u_0075,p_0049,view,,84,2025-08-19T18:23:43
i_001660,u_0075,p_0078,checkin,,,2025-09-23T19:11:43
i_001661,u_0075,p_0080,click,4.0,266,2025-10-18T06:22:43
i_001662,u_0075,p_0074,view,,143,2025-07-30T03:15:43
i_001663,u_0075,p_0096,save,4.0,,2025-10-01T16:21:43
i_001664,u_0075,p_0036,save,,,2025-11-03T00:04:43
i_001665,u_0075,p_0080,view,,195,2025-10-20T07:13:43
i_001666,u_0075,p_0051,save,,,2025-07-29T23:37:43
i_001667,u_0075,p_0072,view,,223,2025-11-05T13:28:43
i_001668,u_0075,p_0038,click,3.0,237,2025-10-17T03:53:43
i_001669,u_0075,p_0072,checkin,4.3,,2025-09-29T11:28:43
i_001670,u_0075,p_0070,save,,,2025-08-23T11:09:43
i_001671,u_0075,p_0045,view,,373,2025-07-26T12:46:43
i_001672,u_0075,p_0088,checkin,3.8,,2025-10-20T17:23:43
i_001673,u_0075,p_0039,save,4.8,,2025-08-05T08:19:43
i_001674,u_0075,p_0093,save,4.4,,2025-08-21T11:42:43
i_001675,u_0075,p_0083,view,,110,2025-10-12T09:11:43
i_001676,u_0076,p_0026,view,,141,2025-08-16T06:00:43
i_001677,u_0076,p_0075,save,,,2025-07-23T04:04:43
i_001678,u_0076,p_0089,view,,300,2025-07-31T01:13:43
i_001679,u_0076,p_0020,click,4.1,286,2025-09-28T00:42:43
i_001680,u_0076,p_0068,click,5.0,190,2025-09-16T08:48:43
i_001681,u_0076,p_0081,click,4.8,307,2025-09-15T22:54:43
i_001682,u_0076,p_0048,click,3.0,176,2025-10-02T18:37:43
i_001683,u_0076,p_0100,click,,273,2025-09-26T11:09:43
i_001684,u_0076,p_0072,click,4.9,118,2025-09-05T21:54:43
i_001685,u_0076,p_0079,view,,177,2025-09-22T13:05:43
i_001686,u_0076,p_0024,view,,191,2025-10-20T10:57:43
i_001687,u_0076,p_0038,view,,91,2025-10-06T10:34:43
i_001688,u_0076,p_0037,view,,263,2025-07-30T01:12:43
i_001689,u_0076,p_0022,click,,247,2025-08-07T16:08:43
i_001690,u_0076,p_0044,view,,288,2025-07-31T13:09:43
i_001691,u_0076,p_0090,view,,210,2025-09-03T07:02:43
i_001692,u_0076,p_0068,view,,185,2025-10-23T06:58:43
i_001693,u_0076,p_0077,view,,197,2025-10-18T05:55:43
i_001694,u_0076,p_0036,checkin,,,2025-09-20T05:54:43
i_001695,u_0077,p_0086,view,,286,2025-07-19T02:06:43
i_001696,u_0077,p_0037,click,,211,2025-10-26T16:52:43
i_001697,u_0077,p_0089,checkin,4.0,,2025-08-04T19:34:43
i_001698,u_0077,p_0092,click,,85,2025-07-29T07:58:43
i_001699,u_0077,p_0083,save,3.3,,2025-11-03T03:00:43
i_001700,u_0077,p_0081,view,,187,2025-10-12T02:31:43
i_001701,u_0077,p_0034,checkin,,,2025-08-15T07:21:43
i_001702,u_0077,p_0094,view,,142,2025-09-22T14:06:43
i_001703,u_0077,p_0096,checkin,4.0,,2025-10-02T05:45:43
i_001704,u_0077,p_0027,click,,199,2025-09-23T17:44:43
i_001705,u_0077,p_0039,save,4.2,,2025-07-30T02:17:43
i_001706,u_0077,p_0081,view,,193,2025-07-24T15:20:43
i_001707,u_0077,p_0081,view,,75,2025-09-14T08:08:43
i_001708,u_0077,p_0032,checkin,3.2,,2025-08-07T01:07:43
i_001709,u_0077,p_0084,checkin,4.6,,2025-07-16T04:45:43
i_001710,u_0077,p_0076,click,4.1,131,2025-08-07T11:43:43
i_001711,u_0077,p_0076,view,,245,2025-08-23T19:17:43
i_001712,u_0077,p_0069,view,,47,2025-07-27T12:43:43
i_001713,u_0077,p_0095,view,,182,2025-09-02T00:22:43
i_001714,u_0077,p_0068,view,,231,2025-09-16T21:11:43
i_001715,u_0077,p_0080,view,,319,2025-08-20T06:54:43
i_001716,u_0077,p_0092,click,,293,2025-07-19T13:22:43
i_001717,u_0077,p_0072,click,5.0,170,2025-08-31T13:13:43
i_001718,u_0078,p_0069,click,2.5,170,2025-07-22T02:18:43
i_001719,u_0078,p_0072,click,,246,2025-07-30T06:51:43
i_001720,u_0078,p_0049,save,,,2025-11-03T19:02:43
i_001721,u_0078,p_0045,click,4.4,232,2025-09-21T18:09:43
i_001722,u_0078,p_0093,view,,111,2025-10-15T01:35:43
i_001723,u_0078,p_0084,view,,123,2025-10-03T12:20:43
i_001724,u_0078,p_0100,view,,291,2025-07-18T13:42:43
i_001725,u_0078,p_0036,view,,433,2025-09-23T06:22:43
i_001726,u_0078,p_0073,click,4.5,199,2025-10-10T14:42:43
i_001727,u_0078,p_0049,view,,196,2025-10-31T03:43:43
i_001728,u_0078,p_0081,click,4.1,267,2025-10-20T12:38:43
i_001729,u_0078,p_0076,click,,308,2025-08-07T03:25:43
i_001730,u_0078,p_0053,save,,,2025-11-02T20:25:43
i_001731,u_0078,p_0034,click,,204,2025-07-16T11:03:43
i_001732,u_0078,p_0020,checkin,,,2025-07-26T20:31:43
i_001733,u_0078,p_0044,click,,372,2025-09-09T19:52:43
i_001734,u_0079,p_0084,click,,156,2025-09-01T04:27:43
i_001735,u_0079,p_0029,view,,225,2025-07-14T03:55:43
i_001736,u_0079,p_0077,click,4.4,207,2025-08-12T12:47:43
i_001737,u_0079,p_0022,view,,131,2025-09-26T15:16:43
i_001738,u_0079,p_0053,checkin,4.8,,2025-07-12T17:47:43
i_001739,u_0079,p_0022,checkin,4.9,,2025-08-22T00:14:43
i_001740,u_0079,p_0098,view,,139,2025-08-27T10:09:43
i_001741,u_0079,p_0078,view,,257,2025-09-07T23:19:43
i_001742,u_0079,p_0049,save,,,2025-07-11T22:20:43
i_001743,u_0079,p_0082,view,,298,2025-08-26T11:35:43
i_001744,u_0079,p_0022,click,4.0,130,2025-09-20T06:34:43
i_001745,u_0079,p_0069,save,4.1,,2025-10-27T15:48:43
i_001746,u_0079,p_0081,click,4.1,284,2025-07-19T06:17:43
i_001747,u_0079,p_0090,click,3.8,298,2025-07-08T10:00:43
i_001748,u_0079,p_0075,view,,152,2025-09-08T23:53:43
i_001749,u_0079,p_0090,view,,261,2025-08-14T12:31:43
i_001750,u_0079,p_0076,click,,236,2025-10-30T00:45:43
i_001751,u_0079,p_0020,view,,229,2025-08-16T20:02:43
i_001752,u_0079,p_0099,view,,158,2025-07-08T19:40:43
i_001753,u_0079,p_0023,checkin,,,2025-08-28T11:25:43
i_001754,u_0079,p_0099,view,,107,2025-08-17T14:22:43
i_001755,u_0079,p_0070,view,,235,2025-08-04T21:40:43
i_001756,u_0079,p_0092,click,,217,2025-11-02T07:42:43
i_001757,u_0080,p_0039,view,,267,2025-09-06T13:22:43
i_001758,u_0080,p_0076,view,,239,2025-08-09T16:51:43
i_001759,u_0080,p_0076,click,,244,2025-10-01T11:13:43
i_001760,u_0080,p_0075,view,,121,2025-10-16T02:58:43
i_001761,u_0080,p_0091,checkin,,,2025-11-05T08:30:43
i_001762,u_0080,p_0074,view,,298,2025-09-17T19:41:43
i_001763,u_0080,p_0045,click,3.6,237,2025-07-11T00:47:43
i_001764,u_0080,p_0072,checkin,,,2025-09-20T09:00:43
i_001765,u_0080,p_0023,view,,59,2025-10-10T14:50:43
i_001766,u_0080,p_0046,view,,130,2025-09-04T02:45:43
i_001767,u_0080,p_0099,view,,20,2025-10-13T18:53:43
i_001768,u_0080,p_0089,view,,298,2025-07-25T05:52:43
i_001769,u_0080,p_0079,view,,116,2025-08-18T21:52:43
i_001770,u_0080,p_0097,click,,229,2025-07-08T00:42:43
i_001771,u_0080,p_0036,click,,153,2025-10-24T22:57:43
i_001772,u_0080,p_0033,view,,183,2025-08-27T07:04:43
i_001773,u_0080,p_0071,view,,249,2025-10-01T23:13:43
i_001774,u_0080,p_0029,click,,69,2025-08-10T00:09:43
i_001775,u_0081,p_0049,click,3.5,119,2025-08-22T10:32:43
i_001776,u_0081,p_0069,click,,248,2025-08-24T15:07:43
i_001777,u_0081,p_0075,view,,324,2025-11-03T12:19:43
i_001778,u_0081,p_0050,click,3.3,40,2025-10-18T12:59:43
i_001779,u_0081,p_0082,view,,91,2025-10-22T19:35:43
i_001780,u_0081,p_0020,view,,350,2025-10-17T23:05:43
i_001781,u_0081,p_0095,view,,257,2025-09-12T22:50:43
i_001782,u_0081,p_0030,view,,130,2025-10-28T05:04:43
i_001783,u_0081,p_0033,click,,230,2025-09-11T20:44:43
i_001784,u_0081,p_0081,view,,252,2025-11-02T08:16:43
i_001785,u_0081,p_0036,save,3.9,,2025-08-21T23:52:43
i_001786,u_0081,p_0086,click,,20,2025-07-30T22:00:43
i_001787,u_0081,p_0034,view,,246,2025-09-02T00:39:43
